general,,,,,,,,conciència del sentir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elecció personal,,,,,,responsabilidad individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entorn - Què passa? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ids,consentiment,dades demogràfiques,,,,,,"1. Últimament, amb quina freqüència has sentit les següents emocions?",,,,,,,,,,,,,,,,,,,,,,,,"Voldríem mirar algunes emocions més. D’aquestes altres, selecciona sols aquelles que últimament hagis sentit",,,,,,,,,,,,,,,,,,2. Sabries explicar com se senten últimament…?,,,,"3. Com esteu vivint emocionalment, tu i les persones de la teva edat, el moment actual? ","1. Últimament, quan vull donar resposta a una situació emocionalment complexa, jo...","2. Últimament, quan sento estrès, por, tristesa, ràbia o alguna altre emoció desagradable, jo...","3. Últimament, davant de moments de complexitat emocional, jo... ",,,,"1. Davant de les diferents emocions que apareixen en situacions complexes, quins comportaments tens? Què fas? (marca totes les que facis)",reactividad - freeze,reactividad - lucha,reactividad - huir,reactividad - mochila,reactividad - mochila,reactividad - chubasquero,reactividad - chubasquero,descongestión - expresión,descongestión - ayuda,descongestión - amor,descongestión - descanso,descongestión - fluir,sugestión - buscar alternativas,sugestión - cambiar mirada,sugestión - ganar amplitud,digestión - aceptación,digestión - comprensión/aprendizaje,"digestión - dejar ir/soltar, me dejo crecer","2. Si sents angoixa, disgust o tristesa profunda, a qui recorres? (marca totes les que creguis que tenen a veure amb el que fas)",,,,,,,,,"1. Pensa en les relacions que has tingut últimament (amb les teves amistats, família, comunitat escolar, etc.). Quan ha sigut l’última vegada que has sentit que algú et preguntava de veritat, amb ànim de saber la teva resposta, com et sents?",,,,"2. Últimament, com estàs vivint emocionalment les següents situacions?",,,,,,,,,,,,,,,,,,,"3.Has viscut altres situacions emocionalment complexes, més enllà de les que t'hem proposat a l'anterior pregunta? Com t'has sentit? (recorda que aquesta informació és anònima):",,"4.Quan et sents malament, emocionalment parlant, com preferiries que les persones del teu entorn t’ajudessin?  ",,"5.Quins recursos, serveis, activitats trobes al teu abast, al teu entorn, que ajuden a potenciar el teu benestar emocional?",
44168.45497,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,4,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Poc,Poc,Algunes vegades,Freqüentment,Poc,Freqüentment,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Poc,Algunes vegades,Poc,Poc,Algunes vegades,Gens,"Culpa, Esperança, Gratitud, Il·lusió",0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Poc o no gaire,Sempre,Sempre,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No sé com em sento,Em sento malament,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,No ho he viscut,Em sento malament,No he viscut res mes,,No,,Jugar a la play,
44168.45518,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,1,Freqüentment,Algunes vegades,Poc,Algunes vegades,Poc,Poc,Freqüentment,Gens,Gens,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Poc,"Esperança, Il·lusió, Pau",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,No sé com se senten de veritat,No sé com se senten de veritat,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em cuido, em mimo, connecto amb el meu benestar.",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Ningú, A mi mateix/a",0,0,0,0,0,1,1,,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No,,De ninguna forma en especial,,La ps4,
44168.45563,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,4,Freqüentment,Freqüentment,Freqüentment,Poc,Gens,Gens,Freqüentment,Poc,Gens,Gens,Gens,Freqüentment,Gens,Gens,Gens,Gens,Algunes vegades,Freqüentment,Algunes vegades,Gens,Freqüentment,Freqüentment,Poc,Poc,Il·lusió,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,d. Aprofitem el que està passant per donar-li un sentit i intentem fer canvis per a millorar la situació.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Busco i/o demano ajuda.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Amistats,1,0,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Gracias,,Si??????????????????????,,M'agrada ,
44168.45578,Accepto,15,4t d’ESO,Cubelles,Mascle,Home,2,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Poc,Algunes vegades,Gens,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Poc,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Poc,Poc,Algunes vegades,"Desesperació, Il·lusió, Odi, Pau, Remordiment",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Algunes vegades,Poc o no gaire,Algunes vegades,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amistats, A mi mateix/a",1,0,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 2-3 setmanes,No m'ho han preguntat,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,Em sento malament,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No ho he viscut,Em sento bé,No,,O que em deixen sol O que estiguin amb mi ,,Jugar videojocs o parlar amb algun amic ,
44168.45589,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,2,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,"Angoixa, Desesperació, Frustració, Odi",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Poc o no gaire,Mai,Mai,Mai,"Em bloquejo. Em costa respondre., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Descanso de les emocions difícils per recarregar energia, llavors les abordo.",1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Amistats, Ningú, A mi mateix/a",1,0,0,0,0,1,1,,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,No sé com em sento,No sé com em sento,Em sento malament,No sé com em sento,No sé com em sento,No ho he viscut,Em sento malament,No sé com em sento,Em sento malament,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento malament,Em sento bé,Em sento malament,Em sento malament,No ho he viscut,No,,Escoltant,,Jugar a l'ordinador,
44168.45648,Accepto,16,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Freqüentment,Algunes vegades,Poc,Poc,Algunes vegades,Poc,Freqüentment,Algunes vegades,Poc,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Poc,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Poc,Poc,Algunes vegades,"Culpa, Esperança, Frustració, Il·lusió, Odi, Rebuig, Remordiment",0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Sempre,Sempre,"Perdo el control i puc arribar a tenir conductes conflictives., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat.",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Familiars, A mi mateix/a",0,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Fa 2-3 setmanes,Fa 2-3 setmanes,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,malament,,si,,ningun,
44168.46423,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,2,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,"Esperança, Il·lusió, Pau",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"Hacer deberes y dormir, ya. (Yo, no sé los demás))",Con el arte que te sobra con la gente que te quiere en el tiempo y la memoria man que pierda blanco y verde corazon que late fuerte sentimiento que desdorda tradicion que desde siempre es motivo de tu gloria  ole ole ole ole beti ole ole ole ole ole beti ole ole ole ole beti ole ole beti ole ole ole beti ole     Tu corazon ya tiene un siglo siente el calor de la aficcion que esta contigo  ole ole ole ole beti ole ole ole ole ole beti ole ole ole ole beti ole ole beti ole ole ole beti ole  eoeeooeee eeooeeoeee otro poquito de esclavos egipcios  mucho mas que un sentimiento que un escudo o una bandera mucho mas que todo eso mas alla de la frontera siempre habra alguien que diga viva el betis man que pierda y asi sonaran los sones al final de la palmera  ole ole ole ole beti ole ole ole ole ole beti ole ole ole ole beti ole ole beti ole ole ole beti ole     Tu corazon ya tiene un siglo siente el calor de la aficcion que esta contigo  ole ole ole ole beti ole ole ole ole ole beti ole ole ole ole beti ole ole beti ole ole ole beti ole  Tu corazon ya tiene un siglo siente el calor de la aficcion que esta contigo  ole ole ole ole beti ole ole ole ole ole beti ole ole ole ole beti ole ole beti ole ole ole beti ole  ole ole ole ole beti ole ole ole ole ole beti ole ole ole ole beti ole ole beti ole ole ole beti ole  ole ole ole ole beti ole ole ole ole ole beti ole ole ole ole beti ole ole beti ole ole ole beti ole   ole ole ole ole beti ole ole ole ole ole beti ole ole ole ole beti ole ole beti ole ole ole beti ole  ole ole ole ole beti ole ole ole ole ole beti ole ole ole ole beti ole ole beti ole ole ole beti ole,No sento ninguna emoció d'aquestes,Sempre,Sempre,Sempre,Sempre,Faig com si res i m'evadeixo de les meves emocions.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No sento res,0,0,0,0,0,0,0,No sento res,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Puta Sevilla musho Betis,,https://youtu.be/62Z8vUIk9s8,,Call of diuty black ops 3,
44168.49785,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Freqüentment,Poc,Poc,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Poc,Poc,Poc,Freqüentment,Poc,Algunes vegades,Freqüentment,Freqüentment,"Angoixa, Culpa, Desesperació, Enyorança, Frustració, Il·lusió, Odi, Pànic, Temor",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,Sabria explicar-ho,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Poc o no gaire,Poc o no gaire,Poc o no gaire,Algunes vegades,"Em bloquejo. Em costa respondre., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., No em deixo portar per la situació, procuro el millor per a mi., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Prenc distància per mirar i comprendre el millor possible el que em passa.",1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,Amistats,1,0,0,0,0,0,0,,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,No sé com em sento,No sé com em sento,Em sento malament,No sé com em sento,No ho he viscut,No ho he viscut,Em sento malament,Em sento malament,No sé com em sento,No sé com em sento,No ho he viscut,No ho he viscut,Em sento malament,Em sento bé,Em sento malament,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,el noi que m'agradava em marejava i em sentia fatal,relacional,fent-me veure que hi ha més enllà del que jo penso,,jugar al tennis em calma moltíssim,
44168.49799,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Freqüentment,Freqüentment,Poc,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Poc,Poc,Freqüentment,Freqüentment,Poc,Poc,Freqüentment,Algunes vegades,"Angoixa, Culpa, Desesperació, Enyorança, Esperança, Frustració, Rancor, Rebuig",0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,Sabria explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Poc o no gaire,Algunes vegades,Algunes vegades,"Perdo el control i puc arribar a tenir conductes conflictives., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco i/o demano ajuda., Accepto el que em passa i em permeto sentir-ho sense jutjar-me., Comprenc el que sento i trec aprenentatges que m’enforteixen.",0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,"Amistats, Ningú, A mi mateix/a",1,0,0,0,0,1,1,,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Aquesta setmana o l’anterior,Fa 1 mes,Em sento malament,Em sento malament,Em sento malament,Em sento bé,No sé com em sento,Em sento malament,Em sento malament,Em sento malament,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento malament,Em sento bé,Em sento bé,Em sento malament,Em sento malament,"no m'agrada el meu cos i em sento malament x no estimarme, intoento fer-ho pero no puc, no m'agrado",cuerpo + autoestima,entenen x q em sento aixi,,la psicòloga de l'escola tot i que no confio gaire ja que li diria tot als meus pares,
44168.4987,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Algunes vegades,Poc,Poc,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Poc,Poc,Poc,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Culpa, Desesperació, Enyorança, Frustració, Il·lusió, Pànic, Remordiment",0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Poc o no gaire,Algunes vegades,Poc o no gaire,"Em bloquejo. Em costa respondre., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco altres punts de vista que m’ajudin a sentir-me millor.",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"Amistats, Ningú, A mi mateix/a",1,0,0,0,0,1,1,,Fa 2-3 setmanes,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,No sé com em sento,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No sé com em sento,Em sento malament,No sé com em sento,No sé com em sento,Em sento malament,No sé com em sento,Em sento bé,Em sento malament,Em sento bé,No sé com em sento,No sé com em sento,No ho he viscut,No ho he viscut,Em sento malament,"No,no he viscut una altra situació.",,"Prefereixo que no parlem,prefereixo fer-ho jo.",,"Psicòlegs,professors,professionals,adults,etc.",
44168.49874,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Algunes vegades,Algunes vegades,Gens,Algunes vegades,Poc,Gens,Poc,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Poc,Freqüentment,Freqüentment,Freqüentment,Poc,Poc,Poc,Gens,Poc,Gens,Gens,Poc,Poc,"Angoixa, Esperança, Gratitud, Pànic, Temor",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,No sé com se senten de veritat,e. Aquesta situació ens ha donat l’oportunitat d’aprendre i això ens ajuda a afrontar el moment amb benestar.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Poc o no gaire,Sempre,Algunes vegades,"Em bloquejo. Em costa respondre., M’ho guardo, prefereixo no expressar com estic o com em sento., Busco i/o demano ajuda., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Comprenc el que sento i trec aprenentatges que m’enforteixen.",1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"Amistats, Familiars, Professionals de la salut (psicòlegs/gues, infermeres/es, etc.)",1,1,1,0,0,0,0,,Fa 2-3 setmanes,Fa 2-4 mesos,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,No ho he viscut,No ho he viscut,Em sento malament,Em sento malament,No sé com em sento,No ho he viscut,Em sento bé,No ho he viscut,No sé com em sento,Em sento bé,Em sento malament,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,"El pensar en el futur, com afectarà a la meva vida tot el que m esta pasasant.",futuro,Dieme solucions o donant me carivyo.,,La meva psicologa mare o germana,
44168.499,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Mascle,Home,2,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Gens,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Gens,Poc,Freqüentment,Poc,Algunes vegades,"Desesperació, Esperança, Odi, Pànic, Pau, Rancor",0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., M’ho guardo, prefereixo no expressar com estic o com em sento., Em cuido, em mimo, connecto amb el meu benestar., Descanso de les emocions difícils per recarregar energia, llavors les abordo., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Accepto el que em passa i em permeto sentir-ho sense jutjar-me.",1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,"Familiars, A mi mateix/a",0,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,Aquesta setmana o l’anterior,Em sento bé,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,no,,Consolarme i a vegades deixarme sol un rato,,No ho sé,
44168.49997,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Freqüentment,Poc,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Freqüentment,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Gens,Poc,Poc,Algunes vegades,Algunes vegades,"Culpa, Esperança, Odi",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Sempre,Poc o no gaire,"Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco i/o demano ajuda., Em cuido, em mimo, connecto amb el meu benestar., Descanso de les emocions difícils per recarregar energia, llavors les abordo., No em deixo portar per la situació, procuro el millor per a mi., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Prenc distància per mirar i comprendre el millor possible el que em passa., Comprenc el que sento i trec aprenentatges que m’enforteixen., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Fa 2-3 setmanes,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,No sé com em sento,Em sento malament,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,No he sentit altres situacions.,,No donant importància al problema i fer que m'oblidés.,,Estar amb els meus amics i família passat el temps rient.,
